,Case Number,Month,Year,Country,Activity,Injury
474,2013.03.10.b,March,2013,AUSTRALIA,Fishing,Arm
475,2013.03.10.a,March,2013,PHILIPPINES,Swimming,Leg
476,2013.03.03,March,2013,SOUTH AFRICA,Swimming,Arm
477,2013.02.27,February,2013,NEW ZEALAND,Swimming,FATAL
478,2013.02.21.b,February,2013,USA,Surfing,Leg
479,2013.02.21.a,February,2013,USA,Surfing,No injury
480,2013.02.10,February,2013,USA,Surfing,Arm
481,2013.02.09,February,2013,FRENCH POLYNESIA,Diving,Leg
482,2013.02.01,February,2013,JAMAICA,Unknown,Leg
483,2013.01.26,January,2013,AUSTRALIA,Fishing,No injury
484,2013.01.25,January,2013,AUSTRALIA,Surfing,No injury
485,2013.01.21.R,January,2013,AUSTRALIA,Swimming,No injury
486,2013.01.16,January,2013,USA,Surfing,Arm
487,2013.01.13,January,2013,NEW ZEALAND,Fishing,Arm
488,2013.01.05,January,2013,AUSTRALIA,Fishing,Leg
489,2012.12.31,December,2012,USA,Swimming,Leg
490,2012.12.30,December,2012,AUSTRALIA,Surfing,No injury
491,2012.12.28,December,2012,AUSTRALIA,Water sports,Leg
492,2012.12.25,December,2012,SOUTH AFRICA,Swimming,FATAL
493,2012.12.19,December,2012,AUSTRALIA,Surfing,No injury
494,2012.12.05,December,2012,USA,Surfing,Leg
495,2012.12.02,December,2012,AUSTRALIA,Fishing,Leg
496,2012.12.00,December,2012,NEW ZEALAND,Diving,No injury
497,2012.11.30,November,2012,USA,Diving,Leg
498,2012.11.27,November,2012,AUSTRALIA,Unknown,Leg
499,2012.11.22,November,2012,MEXICO,Swimming,FATAL
500,2012.11.19,November,2012,USA,Surfing,Leg
501,2012.11.04.b,November,2012,USA,Diving,Leg
502,2012.11.04.a,November,2012,USA,Surfing,No injury
503,2012.10.30,October,2012,USA,Surfing,Trunk
504,2012.10.27,October,2012,USA,Swimming,Leg
505,2012.10.23,October,2012,USA,Surfing,FATAL
506,2012.10.19,October,2012,USA,Unknown,Leg
507,2012.10.18.b,October,2012,USA,Surfing,Leg
508,2012.10.18.a,October,2012,USA,Water sports,No injury
509,2012.10.16,October,2012,USA,Unknown,Leg
510,2012.10.11.R,October,2012,OTHER,Swimming,Leg
511,2012.10.07,October,2012,USA,Surfing,OTHER
512,2012.10.02,October,2012,AUSTRALIA,Water sports,No injury
513,2012.09.25,September,2012,USA,Surfing,Arm
514,2012.09.24,September,2012,USA,Surfing,Leg
515,2012.09.16,September,2012,USA,Surfing,Leg
516,2012.09.10,September,2012,TONGA,Swimming,Leg
517,2012.09.09,September,2012,USA,Surfing,Arm
518,2012.09.08.b,September,2012,USA,Surfing,Leg
519,2012.09.08.a,September,2012,USA,Swimming,Leg
520,2012.09.06.b,September,2012,USA,Surfing,Leg
521,2012.09.06.a,September,2012,USA,Surfing,Leg
522,2012.09.04,September,2012,USA,Surfing,Arm
523,2012.09.02.b,September,2012,USA,Water sports,Leg
524,2012.09.02.b,September,2012,USA,Fishing,Arm
525,2012.09.02.a,September,2012,USA,Swimming,Leg
526,2012.08.31,August,2012,OTHER,Fishing,No injury
527,2012.08.28,August,2012,AUSTRALIA,Surfing,Arm
528,2012.08.26,August,2012,BRAZIL,Swimming,FATAL
529,2012.08.15,August,2012,USA,Swimming,Leg
530,2012.08.11,August,2012,AUSTRALIA,Fishing,No injury
531,2012.08.09,August,2012,USA,Diving,Arm
532,2012.08.05,August,2012,REUNION,Surfing,Leg
533,2012.08.04,August,2012,FRENCH POLYNESIA,Fishing,Arm
534,2012.07.31.b,July,2012,USA,Surfing,No injury
535,2012.07.31.a,July,2012,AUSTRALIA,Surfing,Arm
536,2012.07.30.b,July,2012,USA,Surfing,Leg
537,2012.07.30.a,July,2012,USA,Surfing,Leg
538,2012.07.24,July,2012,USA,Unknown,OTHER
539,2012.07.23,July,2012,REUNION,Surfing,FATAL
540,2012.07.21,July,2012,OTHER,Swimming,FATAL
541,2012.07.19,July,2012,CANADA,Surfing,Arm
542,2012.07.14,July,2012,AUSTRALIA,Surfing,FATAL
543,2012.07.08,July,2012,USA,Swimming,Leg
544,2012.07.07.c,July,2012,BAHAMAS,Fishing,Leg
545,2012.07.07.b,July,2012,AUSTRALIA,Diving,FATAL
546,2012.07.07.a,July,2012,USA,Water sports,No injury
547,2012.07.06,July,2012,SOUTH AFRICA,Surfing,Leg
548,2012.06.28.R,June,2012,CROATIA,Swimming,Leg
549,2012.06.26.c,June,2012,USA,Swimming,Leg
550,2012.06.26.b,June,2012,USA,Surfing,Leg
551,2012.06.26.a,June,2012,USA,Swimming,Leg
552,2012.06.22.b,June,2012,AUSTRALIA,Surfing,OTHER
553,2012.06.22.a,June,2012,USA,Swimming,No injury
554,2012.06.20,June,2012,AUSTRALIA,Surfing,No injury
555,2012.06.19,June,2012,USA,Shore,Leg
556,2012.06.18,June,2012,USA,Shore,Leg
557,2012.06.15,June,2012,USA,Fishing,Leg
558,2012.06.14.d,June,2012,USA,Swimming,Leg
559,2012.06.14.c,June,2012,USA,Swimming,No injury
560,2012.06.14.b,June,2012,USA,Swimming,Leg
561,2012.06.14.a,June,2012,USA,Swimming,Leg
562,2012.06.12,June,2012,AUSTRALIA,Surfing,Leg
563,2012.06.10,June,2012,ITALY,OTHER,Leg
564,2012.06.03,June,2012,AUSTRALIA,Surfing,No injury
565,2012.06.02.b,June,2012,USA,Surfing,Leg
566,2012.06.02.a,June,2012,USA,Water sports,Leg
567,2012.05.31,May,2012,USA,Shore,Leg
568,2012.05.29,May,2012,MEXICO,Fishing,Arm
569,2012.05.23,May,2012,USA,Surfing,Leg
570,2012.05.20,May,2012,USA,Fishing,No injury
571,2012.05.16,May,2012,FIJI,Fishing,No injury
572,2012.05.12,May,2012,USA,Fishing,No injury
573,2012.05.09,May,2012,USA,Swimming,Leg
574,2012.05.06,May,2012,USA,Water sports,No injury
575,2012.04.19.b,April,2012,USA,Surfing,Arm
576,2012.04.19.a,April,2012,SOUTH AFRICA,Water sports,FATAL
577,2012.04.11,April,2012,AUSTRALIA,Water sports,Leg
578,2012.04.03,April,2012,USA,Surfing,Leg
579,2012.04.00,April,2012,USA,Unknown,Leg
580,2012.03.31,March,2012,AUSTRALIA,Diving,FATAL
581,2012.03.24,March,2012,USA,Surfing,Leg
582,2012.03.22,March,2012,AUSTRALIA,Fishing,No injury
583,2012.03.20,March,2012,AUSTRALIA,Surfing,Leg
584,2012.03.15,March,2012,USA,Surfing,Arm
585,2012.03.14.b,March,2012,USA,Surfing,Leg
586,2012.03.14.a,March,2012,USA,Surfing,Leg
587,2012.03.06.b,March,2012,NEW ZEALAND,Surfing,Leg
588,2012.03.06.a,March,2012,AUSTRALIA,Diving,No injury
589,2012.03.05,March,2012,REUNION,Water sports,No injury
590,2012.03.04,March,2012,USA,Surfing,Leg
591,2012.03.03,March,2012,OTHER,Surfing,OTHER
592,2012.03.01,March,2012,OTHER,Fishing,Arm
593,2012.02.26,February,2012,USA,Surfing,Leg
594,2012.02.25,February,2012,AUSTRALIA,Fishing,Leg
595,2012.02.20,February,2012,SOUTH AFRICA,Fishing,No injury
596,2012.02.06,February,2012,AUSTRALIA,Surfing,No injury
597,2012.01.22.R,January,2012,BAHAMAS,Diving,No injury
598,2012.01.27,January,2012,USA,Diving,No injury
599,2012.01.19,January,2012,AUSTRALIA,Diving,Arm
600,2012.01.18.b,January,2012,OTHER,Fishing,Leg
601,2012.01.18.a,January,2012,AUSTRALIA,Surfing,Leg
602,2012.01.15,January,2012,SOUTH AFRICA,Swimming,FATAL
603,2012.01.13,January,2012,USA,Surfing,No injury
604,2012.01.03,January,2012,AUSTRALIA,Surfing,Arm
605,2012.01.02,January,2012,AUSTRALIA,Fishing,No injury
606,2011.12.31,December,2011,USA,Unknown,Arm
607,2011.12.26.R,December,2011,OTHER,Swimming,Arm
608,2011.12.25,December,2011,OTHER,Surfing,Leg
609,2011.12.23,December,2011,USA,Surfing,Leg
610,2011.12.21.b,December,2011,USA,Water sports,No injury
611,2011.12.21.a,December,2011,SOUTH AFRICA,Fishing,No injury
612,2011.12.11,December,2011,AUSTRALIA,Surfing,Leg
613,2011.12.07.b,December,2011,SOUTH AFRICA,Surfing,No injury
614,2011.12.07.a,December,2011,AUSTRALIA,Surfing,Leg
615,2011.12.06,December,2011,USA,Surfing,Leg
616,2011.12.05,December,2011,AUSTRALIA,Fishing,OTHER
617,2011.12.02,December,2011,AUSTRALIA,Surfing,Arm
618,2011.11.29,November,2011,INDONESIA,Surfing,Arm
619,2011.11.28,November,2011,AUSTRALIA,Swimming,Leg
620,2011.11.22,November,2011,USA,Water sports,No injury
621,2011.11.20.R,November,2011,PAPUA NEW GUINEA,Diving,No injury
622,2011.11.12,November,2011,BRAZIL,Surfing,Leg
623,2011.11.11,November,2011,REUNION,Fishing,Leg
624,2011.10.29.,October,2011,USA,Surfing,Arm
625,2011.10.28.R,October,2011,OTHER,Surfing,Leg
626,2011.10.28.,October,2011,SOUTH AFRICA,Diving,Arm
627,2011.10.22,October,2011,AUSTRALIA,Diving,FATAL
628,2011.10.20,October,2011,USA,Surfing,No injury
629,2011.10.19,October,2011,AUSTRALIA,Diving,Leg
630,2011.10.11,October,2011,USA,Surfing,Leg
631,2011.10.10,October,2011,USA,Surfing,No injury
632,2011.10.09,October,2011,AUSTRALIA,Swimming,FATAL
633,2011.10.05,October,2011,REUNION,Water sports,No injury
634,2011.10.02,October,2011,USA,Fishing,Leg
635,2011.10.01,October,2011,USA,Unknown,Arm
636,2011.09.30,September,2011,USA,Surfing,Leg
637,2011.09.28.b,September,2011,OTHER,Fishing,Arm
638,2011.09.28.a,September,2011,SOUTH AFRICA,Swimming,Leg
639,2011.09.24.b,September,2011,USA,Fishing,Leg
640,2011.09.24.a,September,2011,USA,OTHER,Leg
641,2011.09.20,September,2011,USA,Water sports,No injury
642,2011.09.19,September,2011,REUNION,Water sports,FATAL
643,2011.09.17,September,2011,OTHER,Swimming,FATAL
644,2011.09.16,September,2011,USA,Surfing,Arm
645,2011.09.11.b,September,2011,USA,Surfing,No injury
646,2011.09.11.a,September,2011,PAPUA NEW GUINEA,Surfing,Leg
647,2011.09.04.b,September,2011,USA,Surfing,No injury
648,2011.09.04.a,September,2011,AUSTRALIA,Water sports,FATAL
649,2011.09.02,September,2011,USA,Surfing,Leg
650,2011.08.31,August,2011,USA,Surfing,Leg
651,2011.08.28.b,August,2011,AUSTRALIA,Swimming,FATAL
652,2011.08.28.a,August,2011,USA,Fishing,Leg
653,2011.08.26,August,2011,OTHER,Shore,Arm
654,2011.08.24.b,August,2011,USA,Surfing,Leg
655,2011.08.24.a,August,2011,USA,Unknown,Leg
656,2011.08.23,August,2011,SOUTH AFRICA,Surfing,FATAL
657,2011.08.18,August,2011,OTHER,Swimming,Leg
658,2011.08.17.c.,August,2011,USA,Shore,Leg
659,2011.08.17.b.,August,2011,USA,Unknown,Arm
660,2011.08.17.a,August,2011,OTHER,Swimming,Arm
661,2011.08.16.c,August,2011,FRENCH POLYNESIA,Surfing,No injury
662,2011.08.16.b,August,2011,USA,Swimming,Leg
663,2011.08.16.a,August,2011,OTHER,Swimming,FATAL
664,2011.08.15,August,2011,USA,Surfing,Leg
665,2011.08.11,August,2011,USA,Swimming,Leg
666,2011.08.01,August,2011,OTHER,Diving,FATAL
667,2011.07.31,July,2011,BRAZIL,Swimming,FATAL
668,2011.07.30,July,2011,PHILIPPINES,OTHER,Unknown
669,2011.07.25,July,2011,USA,Fishing,No injury
670,2011.07.22,July,2011,SOUTH AFRICA,Surfing,Leg
671,2011.07.19,July,2011,USA,Water sports,Leg
672,2011.07.15,July,2011,REUNION,Water sports,No injury
673,2011.07.13.b,July,2011,USA,Surfing,Leg
674,2011.07.13.a,July,2011,BAHAMAS,Diving,Arm
675,2011.07.07.b,July,2011,USA,Swimming,Leg
676,2011.07.07.a,July,2011,USA,Fishing,Leg
677,2011.07.06,July,2011,REUNION,Surfing,Leg
678,2011.07.05,July,2011,OTHER,Water sports,Arm
679,2011.06.30,June,2011,OTHER,Diving,Arm
680,2011.06.29,June,2011,BRAZIL,Surfing,Leg
681,2011.06.28,June,2011,SOUTH AFRICA,Diving,Leg
682,2011.06.26,June,2011,USA,Surfing,Leg
683,2011.06.24,June,2011,USA,Surfing,OTHER
684,2011.06.21,June,2011,USA,OTHER,Leg
685,2011.06.19.b,June,2011,OTHER,Fishing,Leg
686,2011.06.19.a,June,2011,COSTA RICA,Surfing,FATAL
687,2011.06.15,June,2011,REUNION,Water sports,FATAL
688,2011.06.14.R,June,2011,UNITED KINGDOM,Fishing,No injury
689,2011.06.12,June,2011,USA,Diving,Leg
690,2011.06.06.R,June,2011,OTHER,Fishing,Arm
691,2011.06.06.b,June,2011,USA,Fishing,No injury
692,2011.06.06.a,June,2011,USA,Shore,Leg
693,2011.06.01,June,2011,OTHER,Diving,Leg
694,2011.05.30,May,2011,USA,Shore,Leg
695,2011.05.29,May,2011,SOUTH AFRICA,Surfing,No injury
696,2011.05.25,May,2011,USA,Surfing,No injury
697,2011.05.22,May,2011,USA,Water sports,No injury
698,2011.05.21.a,May,2011,NEW CALEDONIA,Water sports,Leg
699,2011.05.21.b,May,2011,SOUTH AFRICA,Fishing,Leg
700,2011.05.13.b,May,2011,USA,Surfing,Leg
701,2011.05.13.a,May,2011,USA,Surfing,Leg
702,2011.05.10,May,2011,USA,Fishing,Arm
703,2011.05.07.R,May,2011,OTHER,Fishing,OTHER
704,2011.05.04,May,2011,SOUTH AFRICA,Fishing,Leg
705,2011.04.26,April,2011,USA,Fishing,Leg
706,2011.04.23,April,2011,AUSTRALIA,Fishing,Leg
707,2011.04.22,April,2011,USA,Surfing,No injury
708,2011.04.16,April,2011,NEW ZEALAND,Surfing,Arm
709,2011.04.12,April,2011,INDONESIA,Surfing,Arm
710,2011.04.08,April,2011,FIJI,Diving,Leg
711,2011.03.29.R,March,2011,USA,Shore,Arm
712,2011.03.24,March,2011,MEXICO,Swimming,Leg
713,2011.03.23,March,2011,AUSTRALIA,Surfing,Arm
714,2011.03.21.b,March,2011,MEXICO,Swimming,Leg
715,2011.03.21.a,March,2011,FIJI,Fishing,Arm
716,2011.03.16,March,2011,AUSTRALIA,Water sports,Arm
717,2011.03.10.R,March,2011,EGYPT,Unknown,FATAL
718,2011.03.10,March,2011,AUSTRALIA,Surfing,No injury
719,2011.02.28.R,February,2011,AUSTRALIA,Fishing,Arm
720,2011.02.23,February,2011,NEW CALEDONIA,Fishing,Arm
721,2011.02.19,February,2011,REUNION,Surfing,Leg
722,2011.02.17,February,2011,AUSTRALIA,Diving,FATAL
723,2011.02.13,February,2011,AUSTRALIA,Fishing,Leg
724,2011.02.12,February,2011,AUSTRALIA,Diving,Arm
725,2011.02.04.R,February,2011,MEXICO,Fishing,Leg
726,2011.02.02,February,2011,SOUTH AFRICA,Surfing,Leg
727,2011.01.31,January,2011,MEXICO,Swimming,Leg
728,2011.01.28,January,2011,MEXICO,Fishing,OTHER
729,2011.01.26,January,2011,BAHAMAS,Diving,Arm
730,2011.01.20,January,2011,AUSTRALIA,Swimming,Leg
731,2011.01.15,January,2011,SOUTH AFRICA,Surfing,FATAL
732,2011.01.12.R,January,2011,MEXICO,OTHER,Leg
733,2011.01.03,January,2011,AUSTRALIA,Fishing,No injury
734,2010.12.26,December,2010,USA,Water sports,Leg
735,2010.12.17,December,2010,FIJI,Surfing,Leg
736,2010.12.11,December,2010,USA,Surfing,Leg
737,2010.12.05,December,2010,EGYPT,Diving,FATAL
738,2010.12.03.R,December,2010,INDONESIA,Surfing,Arm
739,2010.12.01.b,December,2010,EGYPT,Diving,Arm
740,2010.12.01.a,December,2010,EGYPT,Diving,Leg
741,2010.11.30.b,November,2010,EGYPT,Diving,Leg
742,2010.11.30.a,November,2010,EGYPT,Diving,Leg
743,2010.11.27.R,November,2010,OTHER,Fishing,Trunk
744,2010.11.27,November,2010,AUSTRALIA,Swimming,FATAL
745,2010.11.19,November,2010,USA,Diving,OTHER
746,2010.11.15,November,2010,OTHER,Diving,FATAL
747,2010.11.14,November,2010,INDONESIA,Surfing,Arm
748,2010.11.12.R,November,2010,AUSTRALIA,Fishing,No injury
749,2010.10.30,October,2010,AUSTRALIA,Diving,Trunk
750,2010.10.28.R,October,2010,AUSTRALIA,Fishing,Leg
751,2010.10.28,October,2010,USA,Surfing,No injury
752,2010.10.25,October,2010,OTHER,Fishing,OTHER
753,2010.10.23.b,October,2010,USA,Diving,No injury
754,2010.10.23.a,October,2010,AUSTRALIA,Surfing,Leg
755,2010.10.22,October,2010,USA,Water sports,FATAL
756,2010.10.20,October,2010,EGYPT,Diving,Leg
757,2010.10.09,October,2010,AUSTRALIA,Surfing,Leg
758,2010.10.02.b,October,2010,BAHAMAS,Diving,Leg
759,2010.10.02.a,October,2010,BAHAMAS,Surfing,Leg
760,2010.10.01,October,2010,SOUTH AFRICA,Surfing,Leg
761,2010.09.27,September,2010,USA,Surfing,No injury
762,2010.09.24,September,2010,USA,Surfing,Leg
763,2010.09.21,September,2010,SOUTH AFRICA,Swimming,FATAL
764,2010.09.13,September,2010,AUSTRALIA,Surfing,Leg
765,2010.09.07,September,2010,USA,Swimming,Arm
766,2010.09.06.R,September,2010,TONGA,Swimming,Leg
767,2010.09.04,September,2010,USA,Surfing,No injury
768,2010.09.03.b,September,2010,USA,Surfing,Arm
769,2010.09.03.a,September,2010,USA,Surfing,Leg
770,2010.09.02,September,2010,SOLOMON ISLANDS,Unknown,No injury
771,2010.08.29,August,2010,BAHAMAS,Swimming,FATAL
772,2010.08.18,August,2010,USA,Water sports,Leg
773,2010.08.17,August,2010,AUSTRALIA,Surfing,FATAL
774,2010.08.14,August,2010,USA,Fishing,No injury
775,2010.08.10.b,August,2010,AUSTRALIA,Fishing,Leg
776,2010.08.10,August,2010,OTHER,Swimming,Leg
777,2010.08.08,August,2010,AUSTRALIA,Surfing,Leg
778,2010.08.07.b,August,2010,USA,Surfing,Leg
779,2010.08.07.a,August,2010,OTHER,Surfing,No injury
780,2010.08.05,August,2010,USA,Swimming,Leg
781,2010.08.02.b,August,2010,USA,Water sports,No injury
782,2010.08.02.a,August,2010,USA,Shore,Arm
783,2010.07.25,July,2010,USA,Shore,Leg
784,2010.07.23,July,2010,USA,Surfing,Leg
785,2010.07.19,July,2010,USA,Swimming,Leg
786,2010.07.17.b,July,2010,USA,Swimming,Arm
787,2010.07.17.a,July,2010,USA,Surfing,Leg
788,2010.07.16.b,July,2010,SPAIN,Swimming,Leg
789,2010.07.16.a,July,2010,USA,Fishing,Leg
790,2010.07.11,July,2010,USA,Fishing,Arm
791,2010.07.04,July,2010,SOUTH AFRICA,Diving,Leg
792,2010.07.03,July,2010,USA,Fishing,No injury
793,2010.07.02.b,July,2010,USA,Surfing,Leg
794,2010.07.02.a,July,2010,USA,Shore,No injury
795,2010.06.27,June,2010,USA,Surfing,Leg
796,2010.06.25.b,June,2010,USA,Water sports,Leg
797,2010.06.25.a,June,2010,USA,Swimming,Leg
798,2010.06.15,June,2010,VIETNAM,Swimming,Leg
799,2010.06.10,June,2010,USA,Water sports,Leg
800,2010.06.06,June,2010,AUSTRALIA,Surfing,Leg
801,2010.06.00,June,2010,USA,Surfing,Leg
802,2010.05.30,May,2010,USA,Fishing,Leg
803,2010.05.18.c,May,2010,VIETNAM,OTHER,Leg
804,2010.05.18.b,May,2010,VIETNAM,Swimming,Leg
805,2010.05.18.a,May,2010,AUSTRALIA,Surfing,Leg
806,2010.05.03,May,2010,OTHER,Diving,Arm
807,2010.05.01,May,2010,USA,Shore,Leg
808,2010.04.28,April,2010,USA,OTHER,Arm
809,2010.04.19,April,2010,USA,Surfing,No injury
810,2010.04.13,April,2010,SOUTH AFRICA,Surfing,Leg
811,2010.04.04,April,2010,EGYPT,Swimming,Leg
812,2010.03.27,March,2010,REUNION,Surfing,No injury
813,2010.02.19,February,2010,NEW ZEALAND,Swimming,OTHER
814,2010.02.16,February,2010,SOUTH AFRICA,Surfing,Leg
815,2010.02.15,February,2010,FIJI,Diving,FATAL
816,2010.02.13,February,2010,AUSTRALIA,Diving,Leg
817,2010.02.11,February,2010,AUSTRALIA,Surfing,Leg
818,2010.02.06.R,February,2010,NEW ZEALAND,Fishing,No injury
819,2010.02.06.b,February,2010,AUSTRALIA,Water sports,No injury
820,2010.02.06.a,February,2010,USA,Surfing,Leg
821,2010.02.04,February,2010,OTHER,Fishing,OTHER
822,2010.02.03,February,2010,USA,Water sports,FATAL
823,2010.02.01,February,2010,NEW ZEALAND,Water sports,OTHER
824,2010.01.30,January,2010,BRAZIL,Surfing,Leg
825,2010.01.27,January,2010,AUSTRALIA,Surfing,No injury
826,2010.01.22.b,January,2010,OTHER,Surfing,Leg
827,2010.01.22.a,January,2010,AUSTRALIA,Surfing,Arm
828,2010.01.12,January,2010,SOUTH AFRICA,Shore,FATAL
829,2010.01.09.d,January,2010,AUSTRALIA,Diving,Leg
830,2010.01.09.c,January,2010,VIETNAM,Unknown,No injury
831,2010.01.09.b,January,2010,VIETNAM,Unknown,Arm
832,2010.01.09.a,January,2010,VIETNAM,Swimming,Arm
833,2010.01.06,January,2010,USA,Fishing,Arm
834,2010.01.05,January,2010,SOUTH AFRICA,Surfing,No injury
835,2009.12.29,December,2009,SOUTH AFRICA,Shore,Leg
836,2009.12.26,December,2009,AUSTRALIA,Swimming,Leg
837,2009.12.22,December,2009,MOZAMBIQUE,Swimming,Arm
838,2009.12.20.b,December,2009,AUSTRALIA,Water sports,No injury
839,2009.12.20.a,December,2009,AUSTRALIA,Fishing,Arm
840,2009.12.18,December,2009,SOUTH AFRICA,Water sports,FATAL
841,2009.12.18,December,2009,SOUTH AFRICA,Surfing,Leg
842,2009.12.16,December,2009,NEW ZEALAND,Swimming,FATAL
843,2009.12.13,December,2009,AUSTRALIA,Surfing,Leg
844,2009.12.12,December,2009,AUSTRALIA,Water sports,No injury
845,2009.12.06,December,2009,USA,Diving,Leg
846,2009.11.25,November,2009,USA,Surfing,Leg
847,2009.11.24,November,2009,USA,Shore,Leg
848,2009.11.16.b,November,2009,USA,Fishing,Arm
849,2009.11.16.a,November,2009,USA,Surfing,Leg
850,2009.11.13,November,2009,USA,Surfing,Leg
851,2009.11.11,November,2009,USA,Surfing,Leg
852,2009.11.08,November,2009,AUSTRALIA,Water sports,Leg
853,2009.11.05,November,2009,USA,Surfing,No injury
854,2009.10.30,October,2009,AUSTRALIA,Water sports,No injury
855,2009.10.29.R,October,2009,MOZAMBIQUE,Fishing,Leg
856,2009.10.28,October,2009,AUSTRALIA,Water sports,No injury
857,2009.10.24,October,2009,USA,Surfing,Leg
858,2009.10.19,October,2009,USA,Surfing,Leg
859,2009.10.18,October,2009,PANAMA,Shore,Arm
860,2009.10.17,October,2009,OTHER,Diving,Arm
861,2009.10.14.R,October,2009,AUSTRALIA,Diving,Leg
862,2009.10.09,October,2009,USA,Surfing,Leg
863,2009.10.02,October,2009,UNITED KINGDOM,Fishing,Arm
864,2009.09.26,September,2009,USA,Swimming,Leg
865,2009.09.18,September,2009,VIETNAM,Unknown,Leg
866,2009.09.15,September,2009,OTHER,Fishing,Arm
867,2009.09.13,September,2009,BRAZIL,Unknown,FATAL
868,2009.09.12,September,2009,USA,Swimming,FATAL
869,2009.09.07,September,2009,BRAZIL,Swimming,FATAL
870,2009.09.02,September,2009,OTHER,Swimming,FATAL
871,2009.09.01,September,2009,SOLOMON ISLANDS,Fishing,OTHER
872,2009.08.30,August,2009,USA,Surfing,No injury
873,2009.08.29,August,2009,SOUTH AFRICA,Surfing,FATAL
874,2009.08.25,August,2009,USA,Swimming,Leg
875,2009.08.11,August,2009,SOUTH AFRICA,Water sports,No injury
876,2009.08.10,August,2009,USA,Swimming,Leg
877,2009.08.06,August,2009,USA,Surfing,No injury
878,2009.08.01,August,2009,USA,Fishing,Leg
879,2009.07.31,July,2009,BAHAMAS,Fishing,Leg
880,2009.07.30,July,2009,AUSTRALIA,Surfing,Arm
881,2009.07.29,July,2009,VIETNAM,Swimming,Leg
882,2009.07.24.R,July,2009,OTHER,Shore,FATAL
883,2009.07.24.b,July,2009,USA,Shore,Leg
884,2009.07.24.a,July,2009,SPAIN,Swimming,Leg
885,2009.07.22.b,July,2009,USA,Swimming,Leg
886,2009.07.22.a,July,2009,USA,Swimming,Leg
887,2009.07.18,July,2009,VIETNAM,Swimming,Leg
888,2009.07.11.b,July,2009,BAHAMAS,Fishing,Leg
889,2009.07.11.a,July,2009,USA,Surfing,No injury
890,2009.07.07,July,2009,SOUTH AFRICA,Surfing,Leg
891,2009.07.05,July,2009,USA,Water sports,Leg
892,2009.07.04,July,2009,USA,Swimming,Leg
893,2009.06.27,June,2009,AUSTRALIA,Surfing,Arm
894,2009.06.21,June,2009,USA,Surfing,Leg
895,2009.06.16,June,2009,USA,OTHER,Arm
896,2009.06.14.R,June,2009,VIETNAM,Fishing,Arm
897,2009.06.02.b,June,2009,EGYPT,Diving,Arm
898,2009.06.02.a,June,2009,EGYPT,Diving,Arm
899,2009.06.01,June,2009,EGYPT,Diving,FATAL
900,2009.05.31,May,2009,OTHER,Fishing,Leg
901,2009.05.25,May,2009,USA,Swimming,Leg
902,2009.05.17,May,2009,USA,Surfing,Leg
903,2009.05.16.b,May,2009,USA,Surfing,Leg
904,2009.05.16.a,May,2009,USA,Surfing,Arm
905,2009.05.12,May,2009,OTHER,Fishing,Arm
906,2009.05.06,May,2009,BAHAMAS,Fishing,Arm
907,2009.04.28,April,2009,USA,Unknown,Leg
908,2009.04.25.R,April,2009,USA,Surfing,No injury
909,2009.04.21,April,2009,USA,Surfing,Leg
910,2009.04.20,April,2009,PHILIPPINES,Swimming,Leg
911,2009.04.19,April,2009,USA,Surfing,Leg
912,2009.04.12,April,2009,AUSTRALIA,Surfing,No injury
913,2009.04.17.,April,2009,USA,Surfing,Arm
914,2009.04.11,April,2009,USA,Fishing,OTHER
915,2009.04.06.b,April,2009,SOUTH AFRICA,Swimming,OTHER
916,2009.04.06.a,April,2009,USA,Fishing,OTHER
917,2009.04.03,April,2009,USA,Shore,Leg
918,2009.03.27,March,2009,SOUTH AFRICA,Fishing,Leg
919,2009.03.21,March,2009,SOUTH AFRICA,Surfing,FATAL
920,2009.03.20,March,2009,AUSTRALIA,Surfing,Leg
921,2009.03.19.b,March,2009,AUSTRALIA,Surfing,No injury
922,2009.03.19.a,March,2009,AUSTRALIA,Surfing,No injury
923,2009.03.18.a,March,2009,USA,Surfing,Leg
924,2009.03.17.R,March,2009,OTHER,Fishing,No injury
925,2009.03.17,March,2009,USA,Swimming,Leg
926,2009.03.16.R,March,2009,AUSTRALIA,Shore,Leg
927,2009.03.06,March,2009,NEW CALEDONIA,Surfing,FATAL
928,2009.03.02,March,2009,SOUTH AFRICA,Fishing,Arm
929,2009.03.01.b,March,2009,NEW ZEALAND,Fishing,No injury
930,2009.03.01.a,March,2009,AUSTRALIA,Surfing,Leg
931,2009.02.22,February,2009,AUSTRALIA,Fishing,Arm
932,2009.02.18,February,2009,AUSTRALIA,Surfing,No injury
933,2009.02.12,February,2009,AUSTRALIA,Surfing,Arm
